"","Player","GamesPlayed","Goals","Assists","Points","PointShare","Shots","ShootPerc","FirstYear","LastYear"
"2600","Phil Housley*",364,47,164,211,33.4,839,5.36,1999,2003
"2601","Phil Kessel",996,357,466,823,92.2,3257,10.9076923076923,2007,2019
"2602","Phil Oreskovic",81,10,27,37,6.4,134,7,2009,2009
"2603","Phil Varone",262,60,81,142,15,512,11.64,2014,2019
"2604","Philip Holm",27,1,5,6,1.1,27,2.9,2018,2018
"2605","Philip Larsen",238,17,43,61,10.6,302,5.5,2010,2017
"2606","Philip McRae",60,15,13,27,2.7,92,18.4,2011,2011
"2607","Philip Samuelsson",189,20,51,68,10.3,360,5.2,2014,2016
"2608","Philippe Audet",55,5,1,6,0.5,27,17.4,1999,1999
"2609","Philippe Boucher",666,77,183,260,57.2,1306,5.18181818181818,1999,2009
"2610","Philippe Cornet",69,22,37,59,6.8,144,18.3,2012,2012
"2611","Philippe Dupuis",241,54,90,145,17.2,479,9.375,2009,2012
"2612","Philippe Myers",21,1,1,2,0.2,25,4,2019,2019
"2613","Phillip Danault",330,46,99,145,12.5,522,8.6,2015,2019
"2614","Phillip Di Giuseppe",150,14,27,41,2.7,231,5.7,2016,2019
"2615","Pierre-Cedric Labrie",126,24,26,49,4.5,164,13.2,2012,2014
"2616","Pierre-Edouard Bellemare",385,29,36,65,1.7,505,5.74,2015,2019
"2617","Pierre-Luc Dubois",164,47,62,109,12.2,339,13.8,2018,2019
"2618","Pierre-Luc Letourneau-Leblond",245,22,34,58,3.7,378,5.46,2009,2014
"2619","Pierre-Marc Bouchard",711,123,260,384,37.4,1164,10.2916666666667,2003,2014
"2620","Pierre Dagenais",334,78,74,153,17.3,756,10.2333333333333,2001,2006
"2621","Pierre Hedin",37,0,5,5,0.9,22,0,2004,2004
"2622","Pierre Turgeon",620,161,268,428,47.6,1081,14.4444444444444,1999,2007
"2623","Pontus Aberg",157,20,33,53,4.5,233,8.33333333333333,2017,2019
"2624","Prestin Ryan",78,6,14,20,4.3,100,6.1,2006,2006
"2625","Quinn Hughes",67,14,27,40,6.4,155,8.5,2019,2019
"2626","Quintin Laing",189,37,40,78,8.1,353,7.4,2004,2010
"2627","Quinton Howden",199,21,30,51,3.4,233,8.85,2013,2017
"2628","Radek Bonk",815,177,277,455,44.6,1456,12.0545454545455,1999,2009
"2629","Radek Dvorak",1177,213,335,549,48.3,2310,9.1,1999,2014
"2630","Radek Faksa",285,49,59,108,10.5,431,11.05,2016,2019
"2631","Radek Martinek",686,35,135,168,31.3,796,4.08461538461538,2002,2014
"2632","Radek Smolenak",141,22,21,44,4.4,190,12.1,2009,2010
"2633","Radim Bicanek",174,6,22,28,5.2,133,4.375,1999,2002
"2634","Radim Simek",41,1,8,9,1.9,41,2.4,2019,2019
"2635","Radim Vrbata",1194,329,390,726,79.5,3494,9.47647058823529,2002,2018
"2636","Radko Gudas",416,24,81,105,20.8,749,3.6,2013,2019
"2637","Radoslav Hecl",29,0,4,4,0.5,15,0,2003,2003
"2638","Radoslav Suchy",528,15,70,84,21,341,3.55714285714286,2000,2006
"2639","Radovan Somik",113,12,20,32,2.6,136,9.1,2003,2004
"2640","Raffi Torres",894,192,210,400,43,1489,12.7615384615385,2002,2014
"2641","Raitis Ivanans",452,23,42,65,3.1,337,6.15714285714286,2006,2012
"2642","Raman Hrabarenka",69,2,16,18,2.8,74,2.1,2015,2015
"2643","Ramzi Abid",193,36,43,78,7.1,310,10.425,2003,2007
"2644","Randy Cunneyworth",72,16,31,47,5.2,101,17,1999,1999
"2645","Randy Jones",424,21,93,114,20.9,400,4.7125,2004,2012
"2646","Randy McKay",358,69,87,156,15,497,13.32,1999,2003
"2647","Randy Robitaille",682,140,244,385,36.3,1216,11.13,1999,2008
"2648","Raphael Diaz",201,8,41,49,9.2,215,3.625,2012,2015
"2649","Rasmus Andersson",198,10,38,47,9,242,4.73333333333333,2017,2019
"2650","Rasmus Dahlin",82,9,35,44,6.6,177,5.1,2019,2019
"2651","Rasmus Rissanen",74,17,23,40,6.2,175,10.4,2015,2015
"2652","Rasmus Ristolainen",424,36,158,194,27.4,925,4.01666666666667,2014,2019
"2653","Ray Bourque*",240,35,133,168,30,738,4.63333333333333,1999,2001
"2654","Ray Ferraro",303,75,113,188,16.7,525,14.425,1999,2002
"2655","Ray Giroux",239,4,53,58,11.5,258,1.275,2000,2004
"2656","Ray Macias",143,10,44,54,10.1,182,4.95,2009,2011
"2657","Ray Schultz",317,19,71,91,16.3,424,3.42,1999,2003
"2658","Ray Sheppard",121,35,43,78,8.4,262,13.4,1999,2000
"2659","Ray Whitney",1135,325,600,925,97.6,2721,12.05,1999,2014
"2660","Raymond Sawada",178,33,50,82,7.6,315,10.0333333333333,2009,2011
"2661","Reed Low",327,21,54,75,5.5,266,4.46,2001,2007
"2662","Reid Boucher",285,41,56,98,9.5,462,8.2,2014,2019
"2663","Reid Simpson",226,19,17,36,2.6,137,12.7833333333333,1999,2004
"2664","Reilly Smith",585,167,234,394,48.1,1337,12.2375,2012,2019
"2665","Rem Murray",490,90,138,229,20.7,800,11.9285714285714,1999,2006
"2666","Rem Pitlick",28,3,1,4,0.4,28,11.4,2019,2019
"2667","Remi Elie",194,33,32,63,5.7,321,10.0333333333333,2017,2019
"2668","Remi Royer",63,0,5,6,1.2,36,0,1999,1999
"2669","Rene Bourque",725,163,153,316,30.2,1559,9.84166666666667,2006,2017
"2670","Rene Corbet",168,26,37,63,4.8,321,8.06666666666667,1999,2001
"2671","Reto Von Arx",39,0,2,2,-0.2,7,0,2001,2001
"2672","Rhett Rakhshani",107,34,41,74,8.5,238,11.85,2011,2012
"2673","Rhett Warrener",607,29,79,107,33.5,592,5.27,1999,2008
"2674","Ric Jackman",401,34,101,135,18.9,533,5.0625,2000,2007
"2675","Ricard Persson",162,4,35,39,8.2,160,2.475,1999,2002
"2676","Rich Brennan",250,7,59,68,15.6,332,2.425,1999,2003
"2677","Rich Clune",292,40,38,77,6,443,8.82,2010,2016
"2678","Rich Peverley",506,99,209,310,30.8,1056,9.45,2007,2014
"2679","Rich Pilon",247,3,30,33,6.2,118,2.525,1999,2002
"2680","Richard Lintner",112,8,12,20,3.9,184,4.76666666666667,2000,2003
"2681","Richard Matvichuk",659,38,144,182,45.6,733,4.65555555555556,1999,2007
"2682","Richard Panik",410,75,84,159,16.1,647,11.8,2013,2019
"2683","Richard Park",758,108,156,264,21.8,1216,9.22727272727273,1999,2012
"2684","Richard Petiot",180,5,33,40,7,174,2.66666666666667,2006,2011
"2685","Richard Scott",160,54,49,104,13.3,377,13.15,2002,2004
"2686","Richard Smehlik",307,13,49,62,14.8,269,5.06,1999,2003
"2687","Richard Zednik",739,193,184,376,39.6,1804,10.4545454545455,1999,2009
"2688","Richie Regehr",150,12,39,51,9.4,202,5.75,2006,2007
"2689","Rick Berry",204,3,11,14,4.6,146,2.825,2001,2004
"2690","Rick Mrozik",78,2,5,7,0.9,74,2.8,2003,2003
"2691","Rick Nash",1096,439,371,810,102.1,3670,11.59375,2003,2018
"2692","Rick Rypien",360,54,60,114,10.3,508,9.31666666666667,2006,2011
"2693","Rick Tocchet",302,77,121,199,21.3,595,13.85,1999,2002
"2694","Rickard Rakell",470,127,152,280,31.5,1086,10.9285714285714,2013,2019
"2695","Rickard Wallin",214,36,45,82,6.2,403,7.56666666666667,2003,2010
"2696","Rico Fata",577,94,142,238,20.4,959,9.62222222222222,1999,2007
"2697","Riku Hahl",92,5,8,13,-5.55111512312578e-17,118,5.56666666666667,2002,2004
"2698","Riley Armstrong",66,6,7,13,0,53,11.8,2009,2009
"2699","Riley Barber",79,8,4,13,0.3,110,8,2017,2017
"2700","Riley Cote",262,16,32,47,1.9,204,5.8,2007,2010
"2701","Riley Nash",520,61,96,157,12,670,9.05,2012,2019
"2702","Riley Sheahan",537,73,113,187,13.7,783,8.6875,2012,2019
"2703","Riley Stillman",70,2,15,16,3.6,67,2.4,2019,2019
"2704","Rinat Valiev",112,15,23,38,5.4,161,9.2,2016,2018
"2705","Rob Blake*",882,167,377,542,96.4,2767,6.06666666666667,1999,2010
"2706","Rob Brown",108,23,24,47,3.8,151,15.2,1999,2000
"2707","Rob Collins",54,5,9,14,0.1,78,6.2,2006,2006
"2708","Rob Davison",419,19,54,72,16.1,412,2.7625,2003,2010
"2709","Rob DiMaio",495,57,99,156,11.4,668,10.325,1999,2006
"2710","Rob Globke",238,63,135,197,21.6,490,12.9333333333333,2006,2008
"2711","Rob Klinkhammer",325,47,36,83,7.9,432,10.5833333333333,2011,2016
"2712","Rob Murray",82,25,63,87,10.5,224,12,1999,1999
"2713","Rob Niedermayer",904,127,195,322,17.4,1358,9.14615384615385,1999,2011
"2714","Rob O'Gara",102,3,13,16,3.4,97,2.1,2017,2018
"2715","Rob Ray",392,29,35,65,6.3,307,6.43333333333333,1999,2004
"2716","Rob Schremp",267,54,79,131,11.7,444,13.02,2007,2011
"2717","Rob Scuderi",823,8,105,113,30.3,472,1.51666666666667,2004,2016
"2718","Rob Shearer",39,4,4,8,0.3,40,10.2,2001,2001
"2719","Rob Skrlac",77,6,3,9,-0.6,87,6.1,2004,2004
"2720","Rob Valicevic",439,114,163,277,30.6,801,13.8666666666667,1999,2004
"2721","Rob Zamuner",372,62,65,127,11.1,556,10.6833333333333,1999,2004
"2722","Rob Zettler",233,45,98,136,20.8,394,7.95,1999,2002
"2723","Robb Gordon",59,4,8,12,0.3,54,7.6,1999,1999
"2724","Robbie Earl",185,44,39,82,9.2,345,14.1333333333333,2008,2011
"2725","Robbie Russo",26,0,7,7,1.3,24,0,2017,2017
"2726","Robby Fabbri",155,31,41,72,7.1,248,10.8666666666667,2016,2019
"2727","Robert Bortuzzo",421,27,80,107,22,528,3.6875,2012,2019
"2728","Robert Dome",70,2,6,8,-0.4,51,3.7,2000,2003
"2729","Robert Hagg",231,13,46,59,11.4,280,4.5,2017,2019
"2730","Robert Kron",274,34,65,99,6.3,494,6.675,1999,2002
"2731","Robert Lang",870,246,433,679,72.9,1755,13.975,1999,2010
"2732","Robert Nilsson",313,43,94,137,10.5,440,9.64,2006,2010
"2733","Robert Petrovicky",153,20,33,53,4.1,203,10.3,1999,2001
"2734","Robert Reichel",311,69,123,192,19.3,599,11.5,1999,2004
"2735","Robert Schnabel",168,13,41,52,11.1,270,3.16666666666667,2002,2004
"2736","Robert Svehla",408,37,151,188,33.3,650,5.74,1999,2003
"2737","Robert Thomas",70,9,24,33,2.7,80,11.3,2019,2019
"2738","Robyn Regehr",1148,49,209,256,59.8,1253,3.5375,2000,2015
"2739","Rocco Grimaldi",319,63,104,169,15.8,667,9.26,2015,2019
"2740","Rocky Thompson",164,32,38,70,6.9,249,10.8666666666667,1999,2002
"2741","Rod Brind'Amour",869,208,364,573,50.2,1683,11.8916666666667,1999,2010
"2742","Rod Pelley",314,24,50,74,4.1,398,5.1,2007,2012
"2743","Roland McKeown",34,2,8,10,1.4,38,5.6,2018,2018
"2744","Roman Cervenka",39,9,8,17,1.5,51,17.6,2013,2013
"2745","Roman Hamrlik",1086,108,361,468,90.3,2007,5.33333333333333,1999,2013
"2746","Roman Horak",183,19,38,57,4.9,215,8.33333333333333,2012,2014
"2747","Roman Josi",563,93,255,348,64,1471,6.475,2012,2019
"2748","Roman Lyashenko",245,36,33,69,5.9,358,10.775,2000,2003
"2749","Roman Lyubimov",47,4,2,6,0.3,41,9.8,2017,2017
"2750","Roman Polak",861,35,125,161,36.6,893,4.15384615384615,2007,2019
"2751","Roman Simicek",138,19,39,58,5.1,168,12.9,2001,2002
"2752","Roman Tvrdon",57,2,4,6,0.1,44,4.1,2004,2004
"2753","Roman Vopat",54,0,3,3,-0.4,27,0,1999,1999
"2754","Roman Wick",45,4,1,5,-0.5,37,7.6,2011,2011
"2755","Ron Francis*",484,121,243,364,35.5,825,14.5666666666667,1999,2004
"2756","Ron Hainsey",1097,58,247,305,58.5,1395,3.60625,2003,2019
"2757","Ron Stern",145,11,14,25,0.9,157,6.85,1999,2000
"2758","Ron Sutter",158,9,15,24,0.7,151,6.06666666666667,1999,2001
"2759","Ronald Petrovicky",410,51,77,129,8.8,489,10.6571428571429,2001,2007
"2760","Ronalds Kenins",69,6,15,21,1.3,88,7.25,2015,2016
"2761","Roope Hintz",58,9,13,22,1.6,99,9.1,2019,2019
"2762","Rory Fitzpatrick",518,27,86,111,23.3,572,5.28888888888889,1999,2008
"2763","Ross Johnston",104,14,16,30,3.5,145,12.1,2016,2019
"2764","Ross Lupaschuk",58,0,7,8,3.1,69,0,2003,2003
"2765","Rostislav Klesla",794,54,135,189,38,1054,5,2001,2014
"2766","Rostislav Olesz",457,89,131,222,20.2,1034,7.975,2006,2014
"2767","Rourke Chartier",69,12,27,39,4.2,159,8.3,2019,2019
"2768","Rudolfs Balcers",36,5,9,14,0.9,48,10.4,2019,2019
"2769","Rudy Poeschek",111,3,21,24,6,130,2.95,1999,2000
"2770","Rumun Ndur",66,2,3,5,0.3,28,10.6,1999,2000
"2771","Ruslan Fedotenko",944,205,218,422,43.4,1669,12.1615384615385,2001,2013
"2772","Ruslan Salei",962,47,188,237,50.4,1399,3.23846153846154,1999,2011
"2773","Russ Courtnall",57,6,13,19,1.1,77,7.8,1999,1999
"2774","Ryan Barnes",67,7,19,26,1.9,88,7.8,2004,2004
"2775","Ryan Bast",60,5,8,13,2.2,82,6.3,1999,1999
"2776","Ryan Bayda",203,15,24,39,1.1,242,5.22,2003,2009
"2777","Ryan Bonni",67,6,9,16,4.3,77,8,2000,2000
"2778","Ryan Bourque",75,9,15,24,1.8,143,6.7,2015,2015
"2779","Ryan Caldwell",101,2,16,19,3.8,108,1.05,2006,2008
"2780","Ryan Callahan",867,218,244,460,50.2,2045,10.6230769230769,2007,2019
"2781","Ryan Carpenter",228,22,36,58,3.4,305,6.9,2016,2019
"2782","Ryan Carter",473,41,52,93,6,488,8.35555555555556,2008,2016
"2783","Ryan Christie",79,19,31,50,4.3,177,9.15,2000,2002
"2784","Ryan Craig",527,80,109,190,12.8,852,9.6375,2006,2015
"2785","Ryan Donato",122,30,50,78,7.6,274,10.75,2018,2019
"2786","Ryan Dzingel",268,66,72,138,13.8,441,14.425,2016,2019
"2787","Ryan Ellis",478,62,152,214,46.8,874,7.05,2012,2019
"2788","Ryan Flinn",164,16,21,38,2.2,207,7.03333333333333,2002,2006
"2789","Ryan Garbutt",361,58,79,137,12.3,652,8.63333333333333,2012,2017
"2790","Ryan Getzlaf",984,261,662,923,101.2,2242,11.7785714285714,2006,2019
"2791","Ryan Graves",26,3,2,5,1.3,26,11.5,2019,2019
"2792","Ryan Hamilton",276,74,94,166,20.7,598,11.075,2012,2015
"2793","Ryan Hartman",381,94,88,184,20.5,812,10.92,2015,2019
"2794","Ryan Hollweg",277,11,15,27,-0.7,216,4.48,2006,2011
"2795","Ryan Jardine",73,4,6,11,-0.2,84,4.8,2002,2002
"2796","Ryan Johansen",592,130,276,406,41.6,1226,10.0625,2012,2019
"2797","Ryan Johnson",772,47,103,150,1.4,612,7.33846153846154,1999,2011
"2798","Ryan Johnston",88,4,8,12,2.2,86,7.35,2016,2017
"2799","Ryan Jones",334,54,46,100,9.3,485,9.9,2009,2014
"2800","Ryan Keller",78,13,18,32,3.2,135,9.8,2010,2010
"2801","Ryan Kesler",1075,268,320,588,60.1,2380,10.525,2004,2019
"2802","Ryan Kraft",82,12,18,30,2.5,117,9.8,2003,2003
"2803","Ryan Kuffner",40,4,2,6,-0.1,45,8.6,2019,2019
"2804","Ryan Lindgren",62,9,20,28,4.2,105,7.9,2019,2019
"2805","Ryan Lomberg",156,48,37,86,10.7,383,13.35,2018,2019
"2806","Ryan Malone",805,238,254,489,50.7,1791,13.5666666666667,2004,2015
"2807","Ryan McDonagh",612,62,225,287,63.6,1051,5.6,2011,2019
"2808","Ryan Murphy",265,14,64,78,11.4,369,3.77142857142857,2013,2019
"2809","Ryan Murray",331,14,87,101,19.4,336,4.45,2014,2019
"2810","Ryan Nugent-Hopkins",539,147,235,382,39.3,1246,11.425,2012,2019
"2811","Ryan O'Byrne",308,5,34,39,8.4,164,3.96666666666667,2008,2013
"2812","Ryan O'Marra",129,23,30,53,4.8,211,9.5,2010,2012
"2813","Ryan O'Reilly",733,183,316,499,49.7,1691,10.56,2010,2019
"2814","Ryan Parent",220,8,30,38,6.3,205,1.8,2007,2011
"2815","Ryan Poehling",52,4,11,15,0.6,94,4.5,2019,2019
"2816","Ryan Potulny",266,48,66,115,11.1,459,9.26666666666667,2006,2011
"2817","Ryan Pulock",304,32,105,138,22.8,594,5.125,2016,2019
"2818","Ryan Ready",80,34,27,62,8.4,232,15,2006,2006
"2819","Ryan Reaves",578,40,41,81,4.8,378,10.9222222222222,2011,2019
"2820","Ryan Russell",41,2,0,2,-0.7,39,5.1,2012,2012
"2821","Ryan Savoia",81,33,53,86,8.8,205,16.1,1999,1999
"2822","Ryan Shannon",305,35,64,99,7.3,445,8.83333333333333,2007,2012
"2823","Ryan Smyth",1137,337,424,761,81,2994,10.71875,1999,2014
"2824","Ryan Spooner",342,49,122,171,15.3,623,6.62857142857143,2013,2019
"2825","Ryan Sproul",81,2,17,19,2.9,102,1.73333333333333,2014,2018
"2826","Ryan Stanton",211,6,35,41,10.9,235,2.25,2013,2016
"2827","Ryan Stoa",161,20,33,53,4.3,206,7.66666666666667,2010,2014
"2828","Ryan Stone",154,24,43,67,5.8,266,6.2,2008,2010
"2829","Ryan Strome",421,77,118,195,18.3,771,10.1666666666667,2014,2019
"2830","Ryan Suter",1073,82,458,540,103.8,1854,4.44285714285714,2006,2019
"2831","Ryan Thang",80,13,17,32,3.4,144,10,2012,2012
"2832","Ryan Tobler",62,10,14,24,1.8,127,7.7,2002,2002
"2833","Ryan VandenBussche",396,20,22,44,-0.5,226,7.05714285714286,1999,2006
"2834","Ryan Vesce",163,44,56,101,11.3,394,11.3,2009,2010
"2835","Ryan White",437,64,76,138,11.9,560,10.0375,2010,2017
"2836","Ryan Whitney",534,52,217,268,42.1,741,7.02222222222222,2006,2014
"2837","Ryan Wilson",327,12,83,96,18.7,306,3.91666666666667,2010,2015
"2838","Ryane Clowe",608,150,255,401,42.8,1288,11.57,2006,2015
"2839","Saku Koivu",1056,244,536,780,77.3,1935,12.51875,1999,2014
"2840","Saku Maenalanen",34,4,4,8,0.7,36,11.1,2019,2019
"2841","Sam Bennett",391,75,77,152,11.6,677,11.12,2015,2019
"2842","Sam Carrick",215,36,83,120,11.6,395,9.83333333333333,2015,2019
"2843","Sam Gagner",802,158,288,446,39.3,1683,9.46666666666667,2008,2019
"2844","Sam Reinhart",404,131,165,294,32.3,1034,12.96,2015,2019
"2845","Sam Steel",22,6,5,11,1.3,33,18.2,2019,2019
"2846","Sami Helenius",221,6,14,20,5,134,3.56,1999,2003
"2847","Sami Kapanen",752,149,223,372,31.8,1708,8.25,1999,2008
"2848","Sami Lepisto",266,10,38,49,12.7,255,4.2,2008,2012
"2849","Sami Niku",111,8,22,28,6.1,131,5.7,2018,2019
"2850","Sami Salo",953,100,251,351,75.9,1634,5.80625,1999,2014
"2851","Sami Vatanen",427,42,146,188,32.7,780,5.55714285714286,2013,2019
"2852","Sammy Blais",78,7,10,17,1,95,7.2,2018,2019
"2853","Samuel Girard",155,8,42,50,7.9,200,4.1,2018,2019
"2854","Samuel Henley",23,1,1,2,-0.3,19,5.1,2017,2017
"2855","Samuel Morin",185,17,65,80,12.9,365,3.13333333333333,2017,2019
"2856","Samuel Pahlsson",873,83,149,232,7.5,1171,7.325,2001,2012
"2857","Sandis Ozolinsh",565,79,213,292,50.6,1008,7.22,1999,2008
"2858","Sandy McCarthy",446,42,46,88,4.8,491,8.8,1999,2004
"2859","Sandy Moger",42,3,2,5,-0.1,28,10.7,1999,1999
"2860","Sascha Goc",135,15,48,61,7.9,259,5.15,2001,2002
"2861","Sasha Lakovic",76,16,14,30,2.9,100,16.9,1999,1999
"2862","Scott Barney",237,46,91,136,14.2,416,11.1,2003,2006
"2863","Scott Daniels",61,12,24,35,3.1,156,7.9,1999,1999
"2864","Scott Ferguson",380,13,33,46,12,310,4.78333333333333,1999,2006
"2865","Scott Fraser",28,2,4,6,-0.1,35,5.7,1999,1999
"2866","Scott Glennie",82,19,35,56,8.2,221,9.7,2012,2012
"2867","Scott Gomez",1161,201,610,811,74.8,2735,6.73529411764706,2000,2016
"2868","Scott Hannan",1171,44,213,257,59,1203,3.42352941176471,1999,2015
"2869","Scott Harrington",197,7,28,35,7.2,169,4.16,2015,2019
"2870","Scott Hartnell",1272,327,383,710,81.3,2790,10.9944444444444,2001,2018
"2871","Scott Jackson",57,2,2,4,1.1,29,6.7,2010,2010
"2872","Scott Kosmachuk",65,20,15,35,3.9,137,14.3,2016,2016
"2873","Scott Lachance",428,6,41,47,11.7,273,1.83333333333333,1999,2004
"2874","Scott Laughton",383,56,74,129,9,567,9.38333333333333,2013,2019
"2875","Scott Lehman",59,3,10,14,4.1,56,6.3,2009,2009
"2876","Scott Mayfield",294,18,64,81,14.2,384,4.76,2014,2019
"2877","Scott Mellanby",627,140,204,344,34.4,1083,13.0333333333333,1999,2007
"2878","Scott Nichol",730,70,85,156,8.6,833,8.70833333333333,2002,2013
"2879","Scott Niedermayer*",891,131,411,541,102.1,1755,7.48333333333333,1999,2010
"2880","Scott Parker",379,31,65,97,9.4,334,6.2875,1999,2008
"2881","Scott Parse",190,31,51,82,7.9,307,10.9,2010,2012
"2882","Scott Pearson",82,18,20,39,4.5,146,12.5,2000,2000
"2883","Scott Pellerin",430,64,113,178,13.6,703,8.21666666666667,1999,2004
"2884","Scott Stevens*",435,30,106,136,38.5,717,4.08333333333333,1999,2004
"2885","Scott Thomas",24,3,1,4,0.3,16,18.8,2001,2001
"2886","Scott Thornton",641,121,114,235,23,1015,11.96,1999,2008
"2887","Scott Timmins",109,25,34,59,6.8,206,11.9,2011,2013
"2888","Scott Walker",699,154,232,387,36.8,1317,10.925,1999,2010
"2889","Scott Wilson",301,37,57,93,6,445,8.2,2015,2019
"2890","Scott Young",538,159,158,317,36.4,1652,10.875,1999,2006
"2891","Scottie Upshall",875,157,177,334,34.2,1644,9.14666666666667,2003,2018
"2892","Sean Avery",689,116,196,311,29.2,1420,7.89090909090909,2002,2012
"2893","Sean Bentivoglio",78,15,23,37,3.8,105,13.5,2009,2009
"2894","Sean Bergenheim",562,104,89,194,17.7,1242,8.22222222222222,2004,2015
"2895","Sean Brown",457,16,43,59,12.2,295,4.95,1999,2006
"2896","Sean Collins",356,49,64,114,14.4,510,8.11428571428571,2009,2016
"2897","Sean Couturier",578,134,209,343,34.9,1193,10.4875,2012,2019
"2898","Sean Gagnon",113,4,18,23,4.2,101,2.75,1999,2001
"2899","Sean Haggerty",109,10,19,30,1.3,155,6.7,2000,2001
"2900","Sean Hill",614,45,177,222,43.9,1033,4.28,1999,2008
"2901","Sean Kuraly",229,30,48,77,6.6,448,6.23333333333333,2017,2019
"2902","Sean Malone",82,24,26,50,5.3,176,13.4,2017,2017
"2903","Sean McMorrow",23,1,3,4,0.2,23,4,2003,2003
"2904","Sean Monahan",471,172,191,363,41.9,1140,15.1,2014,2019
"2905","Sean O'Donnell",1070,25,173,198,51,731,3.6,1999,2012
"2906","Sean Pronger",254,39,73,110,8.8,378,8,1999,2004
"2907","Sean Selmser",78,28,40,68,7.8,196,13.4,2001,2001
"2908","Sean Walker",39,3,7,10,1.5,55,5.5,2019,2019
"2909","Sebastian Aho",242,83,114,197,23.3,657,12.6666666666667,2017,2019
"2910","Sebastien Bisaillon",43,6,6,12,1.9,43,13.2,2007,2007
"2911","Sebastien Bordeleau",226,43,57,100,8.6,443,10.425,1999,2002
"2912","Serge Aubin",521,76,96,174,12.7,723,9.2875,1999,2006
"2913","Serge Payer",265,40,84,124,10.8,438,9.575,2001,2007
"2914","Sergei Berezin",361,119,95,214,25.7,1159,10.12,1999,2003
"2915","Sergei Brylin",722,130,205,334,32,997,12.65,1999,2008
"2916","Sergei Fedorov*",747,238,340,578,63.4,2152,10.7636363636364,1999,2009
"2917","Sergei Gonchar",1098,187,528,715,118.9,2449,7.05294117647059,1999,2015
"2918","Sergei Kostitsyn",353,67,109,176,18.3,414,15.0666666666667,2008,2013
"2919","Sergei Krivokrasov",225,44,68,112,10.7,525,7.175,1999,2002
"2920","Sergei Nemchinov",263,35,51,86,6.3,248,14,1999,2002
"2921","Sergei Plotnikov",45,0,3,3,-0.6,41,0,2016,2016
"2922","Sergei Samsonov",941,223,328,552,56.5,1771,12.0923076923077,1999,2011
"2923","Sergei Shirokov",153,30,33,62,5.6,294,9.5,2010,2011
"2924","Sergei Varlamov",208,35,44,81,8.2,360,9,2000,2003
"2925","Sergei Vyshedkevich",82,1,7,8,2,87,1.8,2000,2001
"2926","Sergei Zholtok",428,87,116,203,20.6,835,10.1,1999,2004
"2927","Sergei Zinovjev",61,5,4,9,-0.3,64,6,2004,2004
"2928","Sergei Zubov",820,104,402,507,96.3,1663,6.34545454545455,1999,2009
"2929","Sergey Gusev",125,8,22,30,5.1,135,6.13333333333333,1999,2001
"2930","Sergey Kalinin",121,10,9,19,0.2,108,8.35,2016,2017
"2931","Sergey Tolchinsky",105,20,24,44,3.8,179,11.7,2016,2017
"2932","Seth Griffith",157,40,67,107,11.2,325,11,2015,2018
"2933","Seth Helgeson",138,6,26,32,6.7,166,1.43333333333333,2015,2017
"2934","Seth Jones",468,54,174,228,37.8,965,5.6,2014,2019
"2935","Shane Doan",1421,397,558,955,98.6,3802,10.3105263157895,1999,2017
"2936","Shane Endicott",123,38,56,94,10,267,9.95,2002,2006
"2937","Shane Gersich",70,8,15,24,3,127,6.9,2018,2018
"2938","Shane Harper",57,10,22,32,2.3,145,7.7,2017,2017
"2939","Shane Hnidy",653,21,77,98,22.6,574,3.37272727272727,2001,2011
"2940","Shane O'Brien",572,15,85,99,21.7,446,2.92222222222222,2007,2015
"2941","Shane Prince",205,20,37,57,3.9,292,5.7,2015,2018
"2942","Shane Sims",71,4,11,15,2.5,92,4.4,2011,2011
"2943","Shane Willis",341,75,78,153,14.7,624,12.42,1999,2004
"2944","Shaone Morrisonn",585,17,82,99,20.1,429,4.15555555555556,2003,2011
"2945","Shaun Heshka",81,6,34,42,7.6,129,4.4,2010,2010
"2946","Shaun Van Allen",437,44,89,133,12.3,315,13.7833333333333,1999,2004
"2947","Shawn Bates",607,91,156,249,18.9,934,9.75,1999,2008
"2948","Shawn Belle",224,31,66,95,17,369,7.3,2007,2011
"2949","Shawn Burr",106,19,39,58,4.5,179,9.85,1999,2000
"2950","Shawn Chambers",122,3,29,33,8.8,160,1.8,1999,2000
"2951","Shawn Heins",323,30,40,71,14.4,364,7.18333333333333,1999,2004
"2952","Shawn Horcoff",1072,204,344,548,48.6,1641,13.125,2001,2016
"2953","Shawn Lalonde",48,2,13,16,2.7,55,3.8,2013,2013
"2954","Shawn Matthias",651,109,118,227,21.4,1007,10.5454545454545,2008,2018
"2955","Shawn McEachern",543,156,191,347,36.3,1355,10.675,1999,2006
"2956","Shawn Thornton",913,96,131,228,19.6,1519,5.07142857142857,2003,2017
"2957","Shay Stephenson",77,34,30,65,8.2,224,16,2007,2007
"2958","Shayne Corson",395,52,112,165,12.4,669,8.05,1999,2004
"2959","Shayne Gostisbehere",376,48,161,210,32.2,846,5.52,2015,2019
"2960","Shea Theodore",255,31,84,114,19.4,552,5.125,2016,2019
"2961","Shea Weber",925,203,331,534,108.4,2476,8.00714285714286,2006,2019
"2962","Shean Donovan",796,121,143,264,22.7,1269,8.84166666666667,1999,2010
"2963","Sheldon Brookbank",424,8,51,59,15.9,330,2.45,2007,2014
"2964","Sheldon Dries",40,3,3,6,0,44,6.8,2019,2019
