"","Player","GamesPlayed","Goals","Assists","Points","PointShare","Shots","ShootPerc","FirstYear","LastYear"
"2965","Sheldon Keefe",125,12,12,24,0.9,135,9.3,2001,2003
"2966","Sheldon Rempal",66,19,36,55,5.9,154,12.1,2019,2019
"2967","Sheldon Souray",779,112,201,313,57.3,1833,5.43076923076923,1999,2013
"2968","Shjon Podein",344,41,47,88,6.6,435,9.02,1999,2003
"2969","Sidney Crosby",943,446,770,1216,149.3,3063,14.3642857142857,2006,2019
"2970","Simon Despres",269,9,49,59,15.4,296,3.28333333333333,2012,2017
"2971","Simon Gagne",886,295,318,613,75,2367,11.36,2000,2015
"2972","Simon Gamache",223,48,72,122,12.2,417,10.075,2003,2008
"2973","Simon Moser",82,10,11,21,1.5,125,8.2,2014,2014
"2974","Slater Koekkoek",223,22,55,76,12.8,355,5.4,2015,2019
"2975","Slava Voynov",240,27,84,111,23.4,422,6.975,2012,2015
"2976","Sonny Milano",253,49,40,90,8.7,411,13.325,2016,2019
"2977","Spencer Abbott",136,22,34,57,5.3,283,7.7,2014,2017
"2978","Spencer Foo",26,2,2,4,-0.3,39,4.9,2018,2018
"2979","Spencer Machacek",233,52,51,106,10.8,495,9.9,2009,2012
"2980","Stacy Roest",306,35,50,87,6.4,410,9.26,1999,2003
"2981","Staffan Kronwall",240,18,84,101,19.2,377,3.625,2006,2010
"2982","Stan Drulia",102,13,26,39,1.7,114,10.85,2000,2001
"2983","Stan Neckar",391,8,36,45,12.9,210,3.7,1999,2004
"2984","Stanislav Chistov",196,19,42,61,4.4,233,7.86666666666667,2003,2007
"2985","Stanislav Galiev",99,6,21,27,2.8,140,3,2015,2016
"2986","Stanislav Gron",41,11,10,21,2.6,91,12.8,2001,2001
"2987","Stefan Della Rovere",74,15,17,32,2.7,121,11.6,2011,2011
"2988","Stefan Elliott",289,39,72,111,16.5,486,5.83333333333333,2012,2019
"2989","Stefan Matteau",213,20,50,72,4.5,321,5.525,2013,2018
"2990","Stefan Meyer",153,49,57,105,13.2,386,12.45,2008,2011
"2991","Stefan Noesen",295,52,65,117,11.9,529,9.52,2015,2019
"2992","Stefan Ruzicka",187,38,59,97,9.6,361,10.3666666666667,2006,2008
"2993","Stephane Da Costa",192,29,62,90,8,360,8.725,2011,2014
"2994","Stephane Matteau",324,44,54,98,8.8,316,13.66,1999,2003
"2995","Stephane Quintal",444,25,71,96,20.3,614,4.21666666666667,1999,2004
"2996","Stephane Richer",188,41,57,98,9.7,372,11.2,1999,2002
"2997","Stephane Robidas",1045,61,210,271,58.2,1375,4.7,2000,2015
"2998","Stephane Veilleux",572,56,57,113,4.1,734,7.11,2003,2015
"2999","Stephane Yelle",813,77,139,215,11.4,900,8.78333333333333,1999,2010
"3000","Stephen Gionta",489,83,104,185,16.4,744,8.9,2011,2019
"3001","Stephen Johns",200,17,38,56,10.3,357,4.93333333333333,2016,2018
"3002","Stephen Leach",87,3,6,9,-0.6,68,4.3,1999,2000
"3003","Stephen Peat",182,30,21,51,5.1,176,18.25,2002,2006
"3004","Stephen Weiss",902,181,315,498,46.9,1620,11.1571428571429,2002,2015
"3005","Steve Bancroft",45,0,4,4,0.6,23,0,2002,2002
"3006","Steve Begin",736,101,95,196,15.2,1109,8.93846153846154,2000,2013
"3007","Steve Bernier",661,109,126,236,22.2,1018,10.1583333333333,2006,2018
"3008","Steve Brule",82,20,31,51,5.2,191,10.2,2003,2003
"3009","Steve Chiasson",28,1,8,9,2.1,74,1.4,1999,1999
"3010","Steve Downie",464,79,119,199,20.4,652,12.7666666666667,2008,2016
"3011","Steve Dubinsky",202,16,23,39,0.7,240,5.36,1999,2003
"3012","Steve Duchesne",268,25,89,114,21.3,418,5.95,1999,2002
"3013","Steve Eminger",647,40,127,165,26.4,554,6.03636363636364,2003,2013
"3014","Steve Gainey",233,38,27,65,5.1,414,7.375,2001,2006
"3015","Steve Guolla",284,89,124,213,24.4,702,12.5,1999,2003
"3016","Steve Heinze",327,81,81,162,16.3,602,13.16,1999,2003
"3017","Steve Kariya",149,29,31,60,7.3,226,15.6666666666667,2000,2002
"3018","Steve Kelly",344,55,75,128,12,499,9.74285714285714,1999,2008
"3019","Steve Konowalchuk",459,96,122,218,20.6,783,11.2875,1999,2006
"3020","Steve MacIntyre",161,6,7,13,0.2,62,9.22,2009,2013
"3021","Steve Maltais",26,0,3,3,-0.5,30,0,2001,2001
"3022","Steve Martins",383,86,88,173,18,696,10.6857142857143,1999,2006
"3023","Steve McCarthy",407,24,54,78,12.5,388,5.17777777777778,2000,2008
"3024","Steve McKenna",363,54,56,107,10.9,382,8.55,1999,2004
"3025","Steve McLaren",64,7,7,14,1.1,60,10.9,2004,2004
"3026","Steve Montador",687,42,124,167,36.6,947,4.22727272727273,2002,2012
"3027","Steve Moore",218,42,50,92,8.5,343,12.3,2002,2004
"3028","Steve Ott",895,115,185,300,19.9,1183,8.34666666666667,2003,2017
"3029","Steve Pinizzotto",137,13,14,28,1.3,171,6.1,2013,2015
"3030","Steve Poapst",334,7,31,38,8.9,219,2.45714285714286,1999,2006
"3031","Steve Regier",223,51,65,116,11.6,434,12.225,2006,2009
"3032","Steve Reinprecht",789,156,252,409,39.8,1130,13.4333333333333,2000,2011
"3033","Steve Rucchin",567,128,220,348,32.9,1050,11.9888888888889,1999,2007
"3034","Steve Smith",222,14,40,54,9.8,216,5.36666666666667,1999,2001
"3035","Steve Staios",930,54,164,218,43,1214,4.54285714285714,1999,2012
"3036","Steve Sullivan",958,284,436,720,79.4,2066,13.75,1999,2013
"3037","Steve Thomas",375,97,140,237,25.8,764,12.9,1999,2004
"3038","Steve Wagner",46,4,8,12,2,41,10.25,2008,2009
"3039","Steve Washburn",156,13,18,32,1.6,145,7.96666666666667,1999,2001
"3040","Steve Webb",322,13,20,33,-0.5,225,3.43333333333333,1999,2004
"3041","Steve Yzerman*",529,135,236,371,38.9,1108,11.4875,1999,2006
"3042","Steven Fogarty",139,26,43,71,7.1,306,6.7,2018,2019
"3043","Steven Goertzen",196,23,24,47,2.8,249,7.125,2006,2010
"3044","Steven Halko",277,6,26,32,9.9,221,2.44,1999,2003
"3045","Steven Kampfer",248,18,32,50,9.7,295,6.11428571428571,2011,2019
"3046","Steven Oleksy",182,11,41,52,10.4,270,4.175,2013,2017
"3047","Steven Santini",160,10,37,47,7.7,214,4,2016,2019
"3048","Steven Stamkos",751,384,364,748,97.4,2279,15.4090909090909,2009,2019
"3049","Steven Zalewski",154,25,29,54,3.9,320,8.45,2010,2012
"3050","Stewart Malgunas",158,28,60,88,12.9,378,7.65,1999,2000
"3051","Stu Barnes",785,149,210,359,32.6,1335,11.46,1999,2008
"3052","Stu Bickel",168,3,52,55,12.1,166,0.933333333333333,2012,2015
"3053","Stu Grimson",225,8,5,13,0.2,55,17.15,1999,2002
"3054","Stuart Percy",123,7,32,39,7,162,4.1,2015,2016
"3055","Sven Andrighetto",284,49,84,132,13.5,572,8.68,2015,2019
"3056","Sven Baertschi",416,98,104,203,21.5,730,13.225,2012,2019
"3057","Sven Butensch<f6>n",469,41,135,178,32.7,729,4.87142857142857,1999,2006
"3058","Sylvain Blouin",247,51,86,136,13.8,417,9.9,1999,2003
"3059","Sylvain Cloutier",81,10,23,33,2,130,7.9,1999,1999
"3060","Sylvain Cote",331,23,76,99,18.1,467,4.32,1999,2003
"3061","Sylvain Lefebvre",305,6,48,54,9.9,204,2.24,1999,2003
"3062","Tage Thompson",106,10,11,21,-0.1,163,6,2018,2019
"3063","Tanner Fritz",116,36,55,91,11,205,15.4,2018,2019
"3064","Tanner Glass",655,49,102,152,6.4,701,6.16363636363636,2008,2018
"3065","Tanner Kero",203,55,52,105,10.8,435,12.8333333333333,2016,2018
"3066","Tanner Pearson",388,87,83,170,20.1,750,11.9166666666667,2014,2019
"3067","Tanner Richard",48,10,5,15,1.2,98,10.8,2017,2017
"3068","Taro Hirose",53,6,17,23,1.7,71,8.3,2019,2019
"3069","Tavis Hansen",228,71,78,148,17.1,615,12.5,1999,2001
"3070","Taylor Beck",308,60,94,157,17.8,545,10.14,2013,2017
"3071","Taylor Chorney",457,21,56,77,13.9,484,3.8875,2009,2018
"3072","Taylor Fedun",318,23,59,84,17.6,449,4.86666666666667,2014,2019
"3073","Taylor Hall",562,202,309,511,60.5,1870,10.6777777777778,2011,2019
"3074","Taylor Leier",128,8,14,21,0.6,147,4.36666666666667,2016,2018
"3075","Taylor Pyatt",940,172,166,341,32.9,1517,10.9785714285714,2001,2014
"3076","Ted Crowley",27,3,2,5,1.8,34,8.7,1999,1999
"3077","Ted Donato",415,47,68,115,8.4,457,10.7833333333333,1999,2004
"3078","Ted Drury",207,18,30,48,3.1,251,7.23333333333333,1999,2001
"3079","Teddy Blueger",28,6,4,10,1.3,33,18.2,2019,2019
"3080","Teddy Purcell",625,106,210,315,27.9,1129,8.75,2008,2017
"3081","Teemu Hartikainen",180,22,36,59,4.8,240,8.03333333333333,2011,2013
"3082","Teemu Laakso",155,14,26,40,7.8,149,9.26666666666667,2010,2012
"3083","Teemu Pulkkinen",187,29,25,53,4.6,319,8.325,2014,2017
"3084","Teemu Selanne*",1121,447,520,967,117.6,3181,13.85625,1999,2014
"3085","Teppo Numminen",761,64,273,337,58.8,1027,5.69090909090909,1999,2009
"3086","Terry Carkner",62,2,9,11,2.3,25,8,1999,1999
"3087","Terry Ryan",78,18,24,42,3.7,115,14.3,1999,1999
"3088","Terry Virtue",146,15,46,59,12.5,249,5.4,1999,2000
"3089","Terry Yake",203,35,63,98,9,247,15.3,1999,2001
"3090","Teuvo Teravainen",439,90,176,266,27.8,883,9.85,2014,2019
"3091","Theo Peckham",355,15,65,80,15.8,373,4.15,2008,2013
"3092","Theoren Fleury",353,121,206,327,33.8,1176,10.14,1999,2003
"3093","Thomas Chabot",160,23,60,83,11.5,300,5.73333333333333,2017,2019
"3094","Thomas Hickey",449,22,93,115,23.2,494,4.32857142857143,2013,2019
"3095","Thomas Pock",296,12,36,48,11.4,302,3.54,2004,2009
"3096","Thomas Vanek",1029,373,416,789,95.8,2609,14.2928571428571,2006,2019
"3097","Thomas Ziegler",63,10,19,29,2.4,73,15.1,2001,2001
"3098","Tie Domi",616,74,104,177,14.2,648,11.725,1999,2006
"3099","Tim Brent",456,72,97,169,14.5,640,10.2571428571429,2007,2013
"3100","Tim Conboy",156,2,27,31,4.9,165,0.566666666666667,2008,2010
"3101","Tim Connolly",726,133,303,436,37.1,1407,9.80909090909091,2000,2012
"3102","Tim Erixon",172,11,40,50,9.5,195,3.925,2012,2015
"3103","Tim Gleason",808,20,143,163,32.9,794,2.20833333333333,2004,2015
"3104","Tim Heed",134,14,37,51,9,214,5.93333333333333,2017,2019
"3105","Tim Jackman",717,83,99,183,11.7,1084,7.21666666666667,2004,2016
"3106","Tim Kennedy",327,65,97,162,16.3,666,9.05,2009,2014
"3107","Tim Ramholt",76,2,12,13,2.3,68,2.9,2008,2008
"3108","Tim Schaller",352,48,62,111,9.7,519,8.8,2015,2019
"3109","Tim Sestito",357,64,111,174,15.8,601,7.95714285714286,2009,2015
"3110","Tim Stapleton",253,65,103,171,17.2,508,12.9,2009,2012
"3111","Tim Taylor",609,51,73,125,3.3,728,6.64444444444444,1999,2007
"3112","Tim Wallace",229,25,23,48,2.4,244,9.28,2009,2013
"3113","Timo Helbling",144,12,49,61,10.3,232,5.25,2006,2007
"3114","Timo Meier",193,54,54,108,11.8,545,8.5,2017,2019
"3115","Timo Parssinen",71,9,18,27,1.9,105,8,2002,2002
"3116","Timofei Shishkanov",48,5,5,10,0.4,51,9.65,2004,2006
"3117","Timothy Gettinger",35,3,4,7,-0.2,49,5.5,2019,2019
"3118","Tobias Lindberg",69,8,5,13,0.5,78,9.9,2016,2016
"3119","Tobias Rieder",379,55,73,128,7.9,739,7.02,2015,2019
"3120","Toby Enstrom",719,54,254,308,50.8,819,6.90909090909091,2008,2018
"3121","Toby Petersen",525,45,61,106,3.8,673,6.6,2001,2013
"3122","Todd Bertuzzi",1089,310,436,747,79.8,2419,12.29375,1999,2014
"3123","Todd Fedoruk",618,39,80,119,5.9,429,9.68,2001,2010
"3124","Todd Gill",268,10,36,47,11.7,258,3.2,1999,2003
"3125","Todd Harvey",461,54,75,129,11,463,10.95,1999,2006
"3126","Todd Marchant",992,145,289,434,31.6,1640,8.60769230769231,1999,2011
"3127","Todd Reirden",307,30,105,133,25.6,551,4.84,1999,2004
"3128","Todd Rohloff",98,0,7,7,0.8,66,0,2002,2004
"3129","Todd Simpson",508,13,48,61,17.9,383,3.1625,1999,2006
"3130","Todd Warriner",271,41,52,93,6.2,428,9.08,1999,2003
"3131","Todd White",811,157,270,428,40,1303,11.5,1999,2011
"3132","Tom Cavanagh",148,27,60,89,9.8,298,8.6,2008,2009
"3133","Tom Chorske",59,1,8,9,-0.4,58,3.55,1999,2000
"3134","Tom Fitzgerald",610,65,87,153,7.4,886,7.325,1999,2006
"3135","Tom Gilbert",782,60,233,294,52.8,989,5.94545454545455,2007,2017
"3136","Tom Koivisto",22,2,4,6,1.2,26,7.7,2003,2003
"3137","Tom Kostopoulos",853,91,164,253,16.9,1156,7.69166666666667,2002,2013
"3138","Tom Kuhnhackl",204,15,33,48,3,194,8.575,2016,2019
"3139","Tom Poti",933,78,291,370,67.7,1448,5.42142857142857,1999,2013
"3140","Tom Preissing",431,39,114,152,29.8,534,7.44285714285714,2004,2010
"3141","Tom Pyatt",445,43,58,101,3.6,522,7.575,2010,2019
"3142","Tom Sestito",459,48,64,112,5.8,597,8.95555555555556,2008,2017
"3143","Tom Wandell",303,27,33,60,2.9,406,5.96,2009,2013
"3144","Tom Wilson",454,57,87,144,12,589,8.78333333333333,2014,2019
"3145","Tomas Divisek",90,10,17,27,1.6,120,9.15,2001,2002
"3146","Tomas Fleischmann",709,150,216,366,35.6,1389,10.9090909090909,2006,2016
"3147","Tomas Hertl",405,116,128,244,27.5,896,12.8666666666667,2014,2019
"3148","Tomas Holmstrom",1004,266,316,580,63.9,1631,16.4928571428571,1999,2012
"3149","Tomas Hyka",103,25,34,60,7.5,298,11.6,2018,2019
"3150","Tomas Jurco",201,22,28,50,3.7,291,7.9,2014,2018
"3151","Tomas Kaberle",1107,101,536,636,98.7,1721,5.96,1999,2013
"3152","Tomas Kana",67,22,41,65,8.4,149,15,2010,2010
"3153","Tomas Kloucek",240,7,21,28,4.7,143,3.94,2001,2006
"3154","Tomas Kopecky",625,74,110,184,12.9,972,7.86,2006,2015
"3155","Tomas Kubalik",138,23,31,56,4,272,8.6,2011,2012
"3156","Tomas Kundratek",96,11,43,52,7.5,191,5,2012,2013
"3157","Tomas Kurka",69,7,8,15,0.7,95,6.4,2003,2004
"3158","Tomas Malec",247,13,60,74,13,326,3.675,2003,2007
"3159","Tomas Mojzis",174,16,38,53,10.1,224,6.76666666666667,2006,2009
"3160","Tomas Nosek",295,49,78,129,13.4,541,7.975,2016,2019
"3161","Tomas Plekanec",1122,250,405,655,69.1,2517,9.95333333333333,2004,2019
"3162","Tomas Plihal",116,11,11,22,1.7,150,7.13333333333333,2007,2009
"3163","Tomas Sandstrom",58,15,17,32,3.2,107,14,1999,1999
"3164","Tomas Surovy",173,36,38,74,6.4,341,10.475,2003,2006
"3165","Tomas Tatar",550,148,156,304,37.6,1161,11.7375,2011,2019
"3166","Tomas Vincour",132,17,32,48,3.2,168,8.475,2011,2015
"3167","Tomas Vlasak",77,13,18,31,3.2,78,20,2001,2001
"3168","Tomas Zizka",127,11,28,39,6.3,228,4.25,2003,2004
"3169","Tomi Kallio",140,24,31,55,3.9,245,9.03333333333333,2001,2003
"3170","Tomi Maki",52,3,5,8,0.3,53,5.6,2007,2007
"3171","Tomi Pettinen",223,21,64,86,17.5,361,4.83333333333333,2003,2006
"3172","Tommi Santala",63,2,7,9,0,43,4.65,2004,2007
"3173","Tommy Albelin",373,11,55,66,16.6,295,3.8,1999,2006
"3174","Tommy Cross",82,15,31,47,7.2,155,9.2,2016,2016
"3175","Tommy Westlund",271,17,19,37,0.3,220,6.725,2000,2003
"3176","Tommy Wingels",515,73,91,164,13,862,8.0625,2011,2018
"3177","Toni Dahlman",160,48,64,112,12.7,391,12.1,2002,2003
"3178","Toni Lydman",927,43,230,272,56.3,1151,3.33076923076923,2001,2013
"3179","Tony Amonte",714,235,280,516,55.8,1849,12.1333333333333,1999,2007
"3180","Tony Granato",143,16,18,34,3.3,217,7.63333333333333,1999,2001
"3181","Tony Hrkac",376,57,91,148,12.1,381,14.56,1999,2003
"3182","Tony Martensson",82,29,29,60,7.2,186,15.3,2004,2004
"3183","Tony Salmelainen",103,6,16,22,0.5,89,5.55,2004,2007
"3184","Tony Tuzzolino",91,4,10,15,-0.4,83,3,2001,2002
"3185","Tony Twist",63,2,6,8,0.5,23,8.7,1999,1999
"3186","Tony Virta",74,7,4,11,0,83,8.8,2002,2002
"3187","Torey Krug",531,61,242,303,50.7,1277,4.5375,2012,2019
"3188","Torrey Mitchell",666,67,85,152,9.9,727,9.27,2008,2018
"3189","Travis Boyd",119,10,30,40,2.9,117,10.75,2018,2019
"3190","Travis Brigley",104,11,21,33,2.8,175,7.2,2000,2004
"3191","Travis Dermott",101,5,25,30,5.2,152,3,2018,2019
"3192","Travis Green",641,109,126,235,18.9,986,10.6666666666667,1999,2007
"3193","Travis Hamonic",587,34,142,176,34.3,1047,3.25555555555556,2011,2019
"3194","Travis Konecny",233,59,65,124,13.3,492,11.7,2017,2019
"3195","Travis Moen",817,73,99,171,4.7,905,8.07692307692308,2004,2016
"3196","Travis Morin",188,21,23,43,2.6,238,10.2333333333333,2011,2015
"3197","Travis Roche",242,27,48,76,13.2,328,8.2,2001,2007
"3198","Travis Sanheim",131,11,34,45,6.6,193,5.1,2018,2019
"3199","Travis Turnbull",69,5,12,16,1.7,90,5.6,2012,2012
"3200","Travis Zajac",987,207,349,555,55.7,1797,11.7230769230769,2007,2019
"3201","Trent Frederic",80,16,28,45,4.2,146,11.1,2019,2019
"3202","Trent Hunter",655,136,197,332,32.1,1567,8.54,2003,2012
"3203","Trent Klatt",397,68,86,154,14.8,654,10.1833333333333,1999,2004
"3204","Trent McCleary",93,12,17,28,1.6,103,6.6,1999,2000
"3205","Trent Whitfield",501,52,95,149,10.5,702,6.62222222222222,2001,2012
"3206","Trent Yawney",54,0,4,4,-0.2,25,0,1999,1999
"3207","Trevor Carrick",219,18,45,64,10.8,296,5.06666666666667,2016,2019
"3208","Trevor Daley",1057,89,219,308,62.9,1418,5.76875,2004,2019
"3209","Trevor Frischmon",46,9,5,14,1.3,82,10.8,2010,2010
"3210","Trevor Gillies",221,31,41,75,6.9,330,11.6,2006,2012
"3211","Trevor Halverson",43,6,12,18,1.1,54,12.1,1999,1999
"3212","Trevor Letowski",749,102,156,256,19,1120,8.89,1999,2008
"3213","Trevor Lewis",743,83,119,204,13.1,1331,5.87272727272727,2009,2019
"3214","Trevor Linden",730,132,186,319,26.3,1083,12.71,1999,2008
"3215","Trevor Moore",25,2,6,8,0.6,26,7.7,2019,2019
"3216","Trevor Murphy",71,7,20,27,4.6,145,5.3,2018,2018
"3217","Trevor Smith",274,25,34,59,4.2,343,9.28333333333333,2009,2017
"3218","Trevor van Riemsdyk",331,20,58,77,16.9,415,5.82,2015,2019
"3219","Triston Grant",155,35,39,74,7.9,295,11.55,2007,2010
"3220","Troy Bodie",285,43,44,90,7.5,477,7.64,2009,2015
"3221","Troy Brouwer",950,190,198,388,36.2,1437,12.5384615384615,2007,2019
"3222","Troy Stecher",217,6,52,58,10.9,324,1.8,2017,2019
"3223","Troy Terry",65,6,15,20,1.5,64,10.85,2018,2019
"3224","Tucker Poolman",24,1,1,2,0.7,27,3.7,2018,2018
"3225","Tuomas Pihlman",210,21,52,74,4.9,341,6.13333333333333,2004,2007
"3226","Tuomo Ruutu",823,179,241,420,41.9,1545,10.625,2004,2016
"3227","Turner Elson",63,7,12,19,1.1,99,7.2,2016,2016
"3228","Turner Stevenson",466,70,111,181,18.8,641,9.675,1999,2006
"3229","Ty Jones",140,30,50,77,6.6,240,12.45,1999,2004
"3230","Ty Rattie",331,59,57,117,10.9,461,10.2333333333333,2014,2019
"3231","Ty Wishart",136,7,25,33,8.2,175,5.6,2009,2012
"3232","Tye McGinn",200,27,28,55,4,271,9.4,2013,2016
"3233","Tyler Arnason",562,102,167,270,23.9,1254,8.925,2002,2009
"3234","Tyler Bertuzzi",168,30,46,76,6.8,243,10.2666666666667,2017,2019
"3235","Tyler Bouck",301,59,76,143,14.1,501,8.58,2001,2007
"3236","Tyler Bozak",666,149,254,403,36.1,1124,14.12,2010,2019
"3237","Tyler Cuma",60,1,14,16,2.5,81,1.4,2012,2012
"3238","Tyler Eckford",149,14,26,40,8.3,160,6.8,2010,2011
"3239","Tyler Ennis",581,122,161,283,26.4,1210,10.12,2010,2019
"3240","Tyler Gaudet",194,50,83,132,13.9,426,11.9,2015,2017
"3241","Tyler Graovac",276,44,73,118,10.7,424,11.075,2015,2018
"3242","Tyler Johnson",520,151,183,335,40.2,1137,13.2571428571429,2013,2019
"3243","Tyler Kennedy",527,89,126,215,21.1,1273,6.77777777777778,2008,2016
"3244","Tyler Lewington",82,9,34,44,7.2,175,5.7,2019,2019
"3245","Tyler Motte",153,18,12,30,1.5,224,8.13333333333333,2017,2019
"3246","Tyler Myers",693,73,205,279,53.5,1109,6.71,2010,2019
"3247","Tyler Pitlick",278,43,42,85,7.1,433,9.12,2014,2019
"3248","Tyler Randell",27,6,0,6,0.9,18,33.3,2016,2016
"3249","Tyler Seguin",672,262,323,585,75.2,2356,10.9333333333333,2011,2019
"3250","Tyler Sloan",99,4,13,17,2.6,54,8.9,2009,2011
"3251","Tyler Toffoli",500,124,139,263,33.6,1257,9.62857142857143,2013,2019
"3252","Tyler Wotherspoon",213,29,52,82,12.7,372,6.475,2014,2017
"3253","Tyler Wright",515,74,84,159,10.9,702,9.2625,1999,2006
"3254","Tyrell Goulbourne",161,42,62,104,11.1,338,12.15,2018,2019
"3255","Tyson Barrie",538,80,242,322,48,1148,6.9625,2012,2019
"3256","Tyson Jost",216,66,72,137,15.4,501,11.9666666666667,2017,2019
"3257","Tyson Nash",491,50,61,111,8.9,664,6.7875,1999,2006
"3258","Tyson Strachan",425,51,76,130,15.2,722,3.9625,2009,2016
"3259","Ulf Dahlen",280,70,105,175,20.1,492,14.45,2000,2003
"3260","Ulf Samuelsson",120,5,10,15,6,56,8.1,1999,2000
"3261","Urho Vaakanainen",62,18,38,55,6.5,132,14.3,2019,2019
"3262","Uwe Krupp",103,7,16,23,4.9,111,7.06666666666667,1999,2003
"3263","Vaclav Nedorost",99,10,10,20,1.3,95,10.3333333333333,2002,2004
"3264","Vaclav Pletka",64,4,13,17,1,65,5.5,2002,2002
"3265","Vaclav Varada",525,70,140,209,17,902,8.05,1999,2006
"3266","Vadim Sharifijanov",90,16,21,37,3.4,117,13.2,1999,2000
"3267","Vadim Shipachyov",73,4,9,13,0.5,55,6.8,2018,2018
"3268","Valentin Zykov",162,12,24,37,1.5,257,5.46666666666667,2017,2019
"3269","Valeri Bure",390,123,158,281,29.2,1314,8.8,1999,2004
"3270","Valeri Kamensky",242,48,83,131,11,412,11.7,1999,2002
"3271","Valeri Nichushkin",285,31,66,96,8.8,436,6.2,2014,2019
"3272","Valeri Zelepukin",187,30,34,64,5.1,292,9.7,1999,2001
"3273","Valtteri Filppula",1005,203,324,527,50.4,1482,13.7642857142857,2006,2019
"3274","Vernon Fiddler",963,118,197,314,24.4,1347,8.99285714285714,2003,2017
"3275","Viacheslav Butsayev",135,34,48,81,6.4,317,10.1,1999,2000
"3276","Victor Antipin",47,0,10,10,1.4,40,0,2018,2018
"3277","Victor Bartley",171,2,27,29,5.9,113,1.725,2013,2016
"3278","Victor Ejdsell",80,18,40,59,6.8,177,10.4,2018,2018
"3279","Victor Hedman",696,94,324,418,72.8,1378,6.48,2010,2019
"3280","Victor Ignatjev",79,8,33,42,8.1,157,4.3,1999,1999
"3281","Victor Mete",120,0,20,20,5.5,108,0,2018,2019
"3282","Victor Olofsson",35,6,11,17,1.9,54,10.2,2019,2019
"3283","Victor Oreskovich",160,9,42,51,9.2,247,2.46666666666667,2010,2012
"3284","Victor Rask",362,65,101,166,15.6,699,8.94,2015,2019
"3285","Viktor Arvidsson",313,110,88,198,25.4,896,11.64,2015,2019
"3286","Viktor Kozlov",757,168,305,472,46.3,1872,9.06363636363636,1999,2009
"3287","Viktor Loov",81,4,21,24,4.7,115,2.9,2016,2016
"3288","Viktor Stalberg",488,82,86,168,16.3,947,8.4125,2010,2017
"3289","Viktor Svedberg",27,2,2,4,0.6,40,5,2016,2016
"3290","Viktor Tikhonov",111,11,11,22,0.8,112,9.3,2009,2016
"3291","Ville Koistinen",155,10,39,49,9.4,181,5.53333333333333,2008,2010
"3292","Ville Leino",385,53,89,141,9.9,532,8.58333333333333,2009,2014
"3293","Ville Nieminen",535,79,123,203,18.5,756,10.5875,2000,2007
"3294","Ville Peltonen",387,50,99,149,11.4,655,7.46666666666667,1999,2009
"3295","Vince Dunn",153,17,42,59,11.6,288,5.8,2018,2019
"3296","Vincent Damphousse",450,104,221,325,31.2,999,10.2666666666667,1999,2004
"3297","Vincent Lecavalier",1290,443,557,1000,107.8,3679,12.1333333333333,1999,2016
"3298","Vincent Trocheck",408,102,155,258,26,1022,9.58333333333333,2014,2019
"3299","Vinni Lettieri",78,15,21,36,3.3,151,7.75,2018,2019
"3300","Vinnie Hinostroza",241,43,68,111,12.5,460,9.2,2016,2019
"3301","Vinny Prospal",1106,266,501,767,76.2,2457,11.06,1999,2013
